trait1	trait2	p.value	BH
MOR.Style_L_W	DEV.CotStom	0.560441187	0.829494481
MOR.Style_length	DEV.CotStom	0.438041903	0.755443997
MOR.Style_width	DEV.CotStom	0.797059307	0.935241071
MOR.SW_fruit	DEV.CotStom	0.319514307	0.670131776
MOR.SW_plant	DEV.CotStom	0.768209614	0.923920489
MOR.TY	DEV.CotStom	0.397492281	0.729401855
SED.Adenine_seeds	DEV.CotStom	0.704738729	0.899797891
SED.Alanine_seeds	DEV.CotStom	0.85191137	0.953221042
SED.Arginine_seeds	DEV.CotStom	0.21414992	0.562498043
SED.Asparagine_seeds	DEV.CotStom	0.155824235	0.485449988
SED.Aspartate_seeds	DEV.CotStom	0.526785599	0.808826673
SED.Benzoate_seeds	DEV.CotStom	0.271725122	0.623797456
SED.Citrate_seeds	DEV.CotStom	0.782466339	0.929469237
SED.Erythritol_seeds	DEV.CotStom	0.203312615	0.548608439
SED.Fructose_seeds	DEV.CotStom	0.989038181	0.99756345
SED.Fumarate_seeds	DEV.CotStom	0.208119652	0.554575912
SED.GABA_seeds	DEV.CotStom	0.095146418	0.383394687
SED.Galactinol_seeds	DEV.CotStom	0.649403859	0.874323166
SED.Galactonic_acid_1_4_lactone_seeds	DEV.CotStom	0.568621714	0.833799663
SED.Glutamate_seeds	DEV.CotStom	0.358733494	0.701718797
SED.Glycerate_seeds	DEV.CotStom	0.147319408	0.47243204
SED.Glycerol_1P_seeds	DEV.CotStom	0.088260013	0.367522265
SED.Glycerol_seeds	DEV.CotStom	0.369390474	0.70974744
SED.Glycine_seeds	DEV.CotStom	0.086931123	0.364868044
SED.Glycolate_seeds	DEV.CotStom	0.920756411	0.97615049
SED.Isoleucine_seeds	DEV.CotStom	0.459097094	0.76885498
SED.Lysine_seeds	DEV.CotStom	0.318160123	0.669198707
SED.Malate_seeds	DEV.CotStom	0.60775649	0.854525791
SED.Maltotriose_seeds	DEV.CotStom	0.675405954	0.886737849
SED.Melezitose_seeds	DEV.CotStom	0.222701479	0.571959736
SED.Myo_Inositol_seeds	DEV.CotStom	0.644526526	0.871952083
SED.NA_sugar_seeds	DEV.CotStom	0.728204682	0.909434741
SED.Nicotinate_seeds	DEV.CotStom	0.164252866	0.497454587
SED.Nonanoate_seeds	DEV.CotStom	0.045481242	0.254997679
SED.Octadecanoate_seeds	DEV.CotStom	0.331810134	0.67966182
SED.Phenylalanine_seeds	DEV.CotStom	0.438110543	0.755515782
SED.Phosphate_seeds	DEV.CotStom	0.413430857	0.738982074
SED.Proline_seeds	DEV.CotStom	0.473101481	0.777696811
SED.Putrescine_seeds	DEV.CotStom	0.240628027	0.592184388
SED.Raffinose_seeds	DEV.CotStom	0.715507695	0.90370535
SED.Salicylate_seeds	DEV.CotStom	0.604353649	0.852785416
SED.Serine_seeds	DEV.CotStom	0.346829302	0.691976047
SED.Succinate_seeds	DEV.CotStom	0.288331761	0.641027588
SED.Threonine_seeds	DEV.CotStom	0.496561305	0.792241129
SED.Trehalose_alpha_alpha_seeds	DEV.CotStom	0.551823167	0.824903072
SED.Tyrosine_seeds	DEV.CotStom	0.07013601	0.326416442
SED.Uracil_seeds	DEV.CotStom	0.875739078	0.960001831
SED.Urea_seeds	DEV.CotStom	0.227174199	0.577192117
SED.Valine_seeds	DEV.CotStom	0.95860559	0.98781694
SED.X4_Hydroxy_Benzoate_seeds	DEV.CotStom	0.017443436	0.141078564
WAX.pct_iso	DEV.CotStom	0.255970783	0.606778753
WAX.pct_anteiso	DEV.CotStom	0.091409502	0.374946738
WAX.mindex	DEV.CotStom	0.075932945	0.34021606
WAX.nalk_CPI	DEV.CotStom	0.079999162	0.349485805
WAX.nalk_ACL	DEV.CotStom	0.21606058	0.56496963
WAX.anteiso_CPI	DEV.CotStom	0.46379815	0.772251125
WAX.anteiso_ACL	DEV.CotStom	0.106189893	0.403627319
WAX.iso_CPI	DEV.CotStom	0.421149979	0.74472952
WAX.iso_ACL	DEV.CotStom	0.613511763	0.857696635
WAX.13eps_iC31	DEV.CotStom	0.733992737	0.91150288
WAX.13eps_nC31	DEV.CotStom	0.812484673	0.940205502
WAX.13eps_iC33	DEV.CotStom	0.898226851	0.968256272
WAX.13eps_nC33	DEV.CotStom	0.817195578	0.942098763
WAX.i31_n31	DEV.CotStom	0.936057977	0.981583559
WAX.i33_n33	DEV.CotStom	0.96259872	0.989353017
DEV.CompAll	DEV.CotStomInd	0.850190027	0.952847926
DEV.CompInt	DEV.CotStomInd	0.671881146	0.884643509
DEV.CompPri	DEV.CotStomInd	0.731107484	0.911079485
DEV.CompRachis	DEV.CotStomInd	0.6641361	0.881219622
DEV.CompSec	DEV.CotStomInd	0.667909837	0.883239549
DEV.CotPaveAR	DEV.CotStomInd	0.340842888	0.686645455
DEV.CotPaveArea	DEV.CotStomInd	0.010338244	0.09876921
DEV.CotPaveCirc	DEV.CotStomInd	0.238583192	0.58973109
DEV.CotPaveCnt	DEV.CotStomInd	0.012228347	0.111067865
DEV.CotPaveRound	DEV.CotStomInd	0.351824168	0.696574491
DEV.CotPaveSolid	DEV.CotStomInd	0.231636087	0.582194796
DEV.CotStom	DEV.CotStomInd	1.94E-07	1.20E-05
DEV.CotStomInd	DEV.CotStomInd	NA	NA
DEV.FlowTime	DEV.CotStomInd	0.068974995	0.323976269
DEV.LatLfSize	DEV.CotStomInd	0.669232603	0.883735904
DEV.LatPC1	DEV.CotStomInd	0.194707677	0.537956421
DEV.LatPC2	DEV.CotStomInd	0.53629259	0.815017856
DEV.LatPC3	DEV.CotStomInd	0.208480466	0.554891797
DEV.LatPC4	DEV.CotStomInd	0.68118228	0.889059103
DEV.LatPC5	DEV.CotStomInd	0.842073151	0.950800135
DEV.LfAbStom	DEV.CotStomInd	0.432700053	0.752205122
DEV.LfAdStom	DEV.CotStomInd	0.781974088	0.929288242
DEV.LfStomRatio	DEV.CotStomInd	0.831748008	0.946692875
DEV.LftAR	DEV.CotStomInd	0.345102452	0.690748294
DEV.LftCirc	DEV.CotStomInd	0.372892127	0.7117463
DEV.LftRound	DEV.CotStomInd	0.365786047	0.707072456
DEV.LftSolid	DEV.CotStomInd	0.483995822	0.783572257
DEV.TermLfSize	DEV.CotStomInd	0.714974681	0.903523811
DEV.TermPC1	DEV.CotStomInd	0.546452919	0.82108867
DEV.TermPC3	DEV.CotStomInd	0.608753962	0.85498133
DEV.TermPC4	DEV.CotStomInd	0.707243608	0.900810718
DEV.TermPC5	DEV.CotStomInd	0.229385915	0.579886966
ENZ.aa_cont	DEV.CotStomInd	0.688046214	0.892357298
ENZ.ac_inv	DEV.CotStomInd	0.145859324	0.470810464
ENZ.aconi	DEV.CotStomInd	0.611848418	0.856769837
ENZ.agpa	DEV.CotStomInd	0.534113186	0.81422782
ENZ.ala_ami	DEV.CotStomInd	0.435457892	0.754290208
ENZ.asp_ami	DEV.CotStomInd	0.397031455	0.729101026
ENZ.fbp_ald	DEV.CotStomInd	0.348991212	0.693650617
ENZ.fru_kin	DEV.CotStomInd	0.128487692	0.443862788
ENZ.fructose_e	DEV.CotStomInd	0.015098315	0.127835141
ENZ.fuma	DEV.CotStomInd	0.803696425	0.93685687
ENZ.g6pdh	DEV.CotStomInd	0.936403366	0.981583559
ENZ.gadph	DEV.CotStomInd	0.134116985	0.452329427
ENZ.gapdh_p	DEV.CotStomInd	0.146668712	0.471645816
ENZ.gluc_kin	DEV.CotStomInd	0.184996477	0.526569318
ENZ.glucose_e	DEV.CotStomInd	0.3144678	0.666038544
ENZ.gluta_dh	DEV.CotStomInd	0.81762273	0.942264189
ENZ.iso_ci_dh	DEV.CotStomInd	0.530821079	0.812130986
ENZ.mal_dh	DEV.CotStomInd	0.313964137	0.665623559
ENZ.pep_car	DEV.CotStomInd	0.670367202	0.884107011
ENZ.ph_fru_kin	DEV.CotStomInd	0.193172431	0.536151272
ENZ.ph_fru_kin_a	DEV.CotStomInd	0.250731707	0.601882172
ENZ.ph_glu_is_c	DEV.CotStomInd	0.787155203	0.931325654
ENZ.ph_glu_is_t	DEV.CotStomInd	0.26520564	0.616982027
ENZ.ph_glu_mut	DEV.CotStomInd	0.361920088	0.704142176
ENZ.ph_gly_kin	DEV.CotStomInd	0.248354947	0.599761559
ENZ.pro_con	DEV.CotStomInd	0.40847678	0.736421914
ENZ.pyr_kin	DEV.CotStomInd	0.040808773	0.238657075
ENZ.shik_de	DEV.CotStomInd	0.142872063	0.465737277
ENZ.starch	DEV.CotStomInd	0.346916188	0.692055659
ENZ.suc_p_syn	DEV.CotStomInd	0.145053323	0.469183578
ENZ.suc_syn	DEV.CotStomInd	0.070022388	0.326243222
ENZ.succ_co_l	DEV.CotStomInd	0.292225785	0.645261365
ENZ.sucrose_e	DEV.CotStomInd	0.982018847	0.994853411
ENZ.tr_ph_iso	DEV.CotStomInd	0.839438648	0.949781172
ENZ.udp_glu	DEV.CotStomInd	0.015517011	0.130158587
MET.a_tocopherol	DEV.CotStomInd	0.952074528	0.986102267
MET.aconitate	DEV.CotStomInd	0.699262233	0.896798052
MET.alanine	DEV.CotStomInd	0.21925109	0.56852814
MET.arabinose	DEV.CotStomInd	0.725601165	0.908502687
MET.arginine	DEV.CotStomInd	0.117304259	0.425249336
MET.asparagine	DEV.CotStomInd	0.10804527	0.407227221
MET.aspartate	DEV.CotStomInd	0.530991643	0.812147546
MET.b_alanine	DEV.CotStomInd	0.451115233	0.764228775
MET.benzoate	DEV.CotStomInd	0.712283121	0.903015681
MET.citramalate	DEV.CotStomInd	0.802352206	0.936553751
MET.citrate	DEV.CotStomInd	0.714974681	0.903523811
MET.cysteine	DEV.CotStomInd	0.994652603	0.999247804
MET.dehydroascorbate	DEV.CotStomInd	0.101990004	0.396021675
MET.erythritol	DEV.CotStomInd	0.804357407	0.937316524
MET.fa16_0	DEV.CotStomInd	0.660182604	0.879635366
MET.fa18_0	DEV.CotStomInd	0.619522555	0.860007122
MET.fa18_2	DEV.CotStomInd	0.373519193	0.711980548
MET.fructose	DEV.CotStomInd	0.32567978	0.673566094
MET.fructose_6p	DEV.CotStomInd	0.95991729	0.98840379
MET.fucose	DEV.CotStomInd	0.506779705	0.79787205
MET.fumarate	DEV.CotStomInd	0.496561	0.792241129
MET.gaba	DEV.CotStomInd	0.271904848	0.623797456
MET.galactose	DEV.CotStomInd	0.368006447	0.708597377
MET.galacturonate	DEV.CotStomInd	0.673964924	0.88601058
MET.gluconate	DEV.CotStomInd	0.72467884	0.908154169
MET.glucose	DEV.CotStomInd	0.625029089	0.863465533
MET.glucose_6p	DEV.CotStomInd	0.771045414	0.925373618
MET.glutamate	DEV.CotStomInd	0.567718306	0.833434782
MET.glutamine	DEV.CotStomInd	0.660085587	0.879589914
MET.glycerate	DEV.CotStomInd	0.876877388	0.960462403
MET.glycerate_3p	DEV.CotStomInd	0.896625776	0.967773436
MET.glycerol	DEV.CotStomInd	0.00361907	0.047441897
MET.glycerol_1p	DEV.CotStomInd	0.919316514	0.975688318
MET.glycine	DEV.CotStomInd	0.984292018	0.995955093
MET.homoserine	DEV.CotStomInd	0.331249756	0.679308548
MET.inositol	DEV.CotStomInd	0.277089989	0.628118558
MET.inositol_1p	DEV.CotStomInd	0.790148537	0.932413731
MET.isocitrate	DEV.CotStomInd	0.213866429	0.561930103
MET.isoleucine	DEV.CotStomInd	0.688237242	0.892522268
MET.isomaltose	DEV.CotStomInd	0.669871486	0.883983306
MET.l_ascorbate	DEV.CotStomInd	0.386292404	0.721261407
MET.leucine	DEV.CotStomInd	0.625580879	0.86377974
MET.lysine	DEV.CotStomInd	0.361920088	0.704142176
MET.malate	DEV.CotStomInd	0.618423733	0.859498963
MET.maleate	DEV.CotStomInd	0.182491176	0.523006066
MET.maltitol	DEV.CotStomInd	0.384063401	0.720216438
MET.maltose	DEV.CotStomInd	0.343767784	0.68990738
MET.mannitol	DEV.CotStomInd	0.973695275	0.992246921
MET.mannose	DEV.CotStomInd	0.194801952	0.538110567
MET.methionine	DEV.CotStomInd	0.251057037	0.602097684
MET.oxoproline_5	DEV.CotStomInd	0.944167326	0.984253445
MET.phenylalanine	DEV.CotStomInd	0.741274935	0.914187589
MET.phosphate	DEV.CotStomInd	0.66998892	0.883983306
MET.proline	DEV.CotStomInd	0.305852483	0.657706309
MET.putrescine	DEV.CotStomInd	0.310703025	0.662194372
MET.quinate	DEV.CotStomInd	0.594284396	0.84829124
MET.rhamnose	DEV.CotStomInd	0.13515393	0.454120778
MET.ribose	DEV.CotStomInd	0.374435676	0.712493682
MET.s_me_cysteine	DEV.CotStomInd	0.504957232	0.796580817
MET.saccharate	DEV.CotStomInd	0.968383454	0.990978929
MET.serine	DEV.CotStomInd	0.806363857	0.937896627
MET.shikimate	DEV.CotStomInd	0.993691851	0.998906769
MET.sorbitol	DEV.CotStomInd	0.089492755	0.370065709
MET.succinate	DEV.CotStomInd	0.281519599	0.633130446
MET.sucrose	DEV.CotStomInd	0.708594422	0.901482587
MET.t4_ho_proline	DEV.CotStomInd	0.506379151	0.797645564
MET.threonate	DEV.CotStomInd	0.614767054	0.857910925
MET.threonine	DEV.CotStomInd	0.632587893	0.867587367
MET.trehalose	DEV.CotStomInd	0.844506525	0.951780023
MET.tryptophan	DEV.CotStomInd	0.307588018	0.659713668
MET.tyrosine	DEV.CotStomInd	0.046412185	0.257839324
MET.uracil	DEV.CotStomInd	0.901638323	0.969745966
MET.valine	DEV.CotStomInd	0.410402857	0.737048953
MOR.Anther_L_W	DEV.CotStomInd	0.992941474	0.99878625
MOR.Anther_length	DEV.CotStomInd	0.54801012	0.822412183
MOR.Anther_width	DEV.CotStomInd	0.72050455	0.905551488
MOR.BM	DEV.CotStomInd	0.30948201	0.661063665
MOR.BX	DEV.CotStomInd	0.661913745	0.880280445
MOR.BY	DEV.CotStomInd	0.144107713	0.467747945
MOR.EA	DEV.CotStomInd	0.628928906	0.865455435
MOR.flowers_inf	DEV.CotStomInd	0.672524262	0.885028244
MOR.flowers_plant	DEV.CotStomInd	0.65953685	0.879319581
MOR.FN	DEV.CotStomInd	0.171461257	0.5072141
MOR.Fruit_L_Pt	DEV.CotStomInd	0.334358201	0.681465601
MOR.Fruit_L_W	DEV.CotStomInd	0.219543731	0.568970438
MOR.Fruit_length	DEV.CotStomInd	0.561535295	0.830103397
MOR.Fruit_locule	DEV.CotStomInd	0.729998698	0.910577323
MOR.Fruit_peric_thick	DEV.CotStomInd	0.752272577	0.917796154
MOR.Fruit_W_Pt	DEV.CotStomInd	0.288785182	0.64131898
MOR.Fruit_width	DEV.CotStomInd	0.319127113	0.669972488
MOR.FW	DEV.CotStomInd	0.663082942	0.880836985
MOR.HI	DEV.CotStomInd	0.814089518	0.940960402
MOR.inf	DEV.CotStomInd	0.531690865	0.81266197
MOR.Ovary_L_W	DEV.CotStomInd	0.884888907	0.963210461
MOR.Ovary_length	DEV.CotStomInd	0.842725977	0.951058561
MOR.Ovary_width	DEV.CotStomInd	0.836855409	0.948438442
MOR.PW	DEV.CotStomInd	0.491626324	0.788467796
MOR.RED	DEV.CotStomInd	0.358615395	0.701718797
MOR.Seed_L_W	DEV.CotStomInd	0.260985693	0.612617584
MOR.Seed_Length	DEV.CotStomInd	0.924594319	0.977698973
MOR.Seed_Width	DEV.CotStomInd	0.063703153	0.31118295
MOR.Seed_Wt	DEV.CotStomInd	0.0592961	0.299160087
MOR.SN_fruit	DEV.CotStomInd	0.149762902	0.476408657
MOR.SN_fruit_unit	DEV.CotStomInd	0.25469716	0.605839992
MOR.SN_plant	DEV.CotStomInd	0.055459125	0.288230791
MOR.Style_L_W	DEV.CotStomInd	0.331383734	0.679334225
MOR.Style_length	DEV.CotStomInd	0.074566342	0.337430795
MOR.Style_width	DEV.CotStomInd	0.862916716	0.956190224
MOR.SW_fruit	DEV.CotStomInd	0.055139882	0.287319161
MOR.SW_plant	DEV.CotStomInd	0.036873891	0.224861584
MOR.TY	DEV.CotStomInd	0.171289952	0.506895198
SED.Adenine_seeds	DEV.CotStomInd	0.220050021	0.569562685
SED.Alanine_seeds	DEV.CotStomInd	0.912696776	0.973585003
SED.Arginine_seeds	DEV.CotStomInd	0.065905022	0.316157384
SED.Asparagine_seeds	DEV.CotStomInd	0.035393654	0.219136646
SED.Aspartate_seeds	DEV.CotStomInd	0.298117279	0.650934086
SED.Benzoate_seeds	DEV.CotStomInd	0.711469444	0.902582504
SED.Citrate_seeds	DEV.CotStomInd	0.656751412	0.877823926
SED.Erythritol_seeds	DEV.CotStomInd	0.302178333	0.653928597
SED.Fructose_seeds	DEV.CotStomInd	0.188232659	0.530142883
SED.Fumarate_seeds	DEV.CotStomInd	0.153364926	0.48182614
SED.GABA_seeds	DEV.CotStomInd	0.113007284	0.416989274
SED.Galactinol_seeds	DEV.CotStomInd	0.542725522	0.819177036
SED.Galactonic_acid_1_4_lactone_seeds	DEV.CotStomInd	0.13092879	0.447471297
SED.Glutamate_seeds	DEV.CotStomInd	0.474832354	0.77888214
SED.Glycerate_seeds	DEV.CotStomInd	0.631020546	0.866626753
SED.Glycerol_1P_seeds	DEV.CotStomInd	0.26221804	0.614067133
SED.Glycerol_seeds	DEV.CotStomInd	0.786419608	0.93125898
SED.Glycine_seeds	DEV.CotStomInd	0.151818002	0.47948822
SED.Glycolate_seeds	DEV.CotStomInd	0.159917092	0.490985993
SED.Isoleucine_seeds	DEV.CotStomInd	0.320008164	0.670463614
SED.Lysine_seeds	DEV.CotStomInd	0.249036094	0.60032907
SED.Malate_seeds	DEV.CotStomInd	0.919524675	0.975744309
SED.Maltotriose_seeds	DEV.CotStomInd	0.321306597	0.671072463
SED.Melezitose_seeds	DEV.CotStomInd	0.147009281	0.472178887
SED.Myo_Inositol_seeds	DEV.CotStomInd	0.718731371	0.90508112
SED.NA_sugar_seeds	DEV.CotStomInd	0.187758237	0.529172089
SED.Nicotinate_seeds	DEV.CotStomInd	0.925118017	0.977918925
SED.Nonanoate_seeds	DEV.CotStomInd	0.407024654	0.73510827
SED.Octadecanoate_seeds	DEV.CotStomInd	0.427708764	0.749595996
SED.Phenylalanine_seeds	DEV.CotStomInd	0.240692471	0.592222913
SED.Phosphate_seeds	DEV.CotStomInd	0.429175484	0.751044476
SED.Proline_seeds	DEV.CotStomInd	0.670479461	0.884213364
SED.Putrescine_seeds	DEV.CotStomInd	0.10305507	0.397543325
SED.Raffinose_seeds	DEV.CotStomInd	0.502860116	0.795867913
SED.Salicylate_seeds	DEV.CotStomInd	0.868381392	0.957449024
SED.Serine_seeds	DEV.CotStomInd	0.287930076	0.640677863
SED.Succinate_seeds	DEV.CotStomInd	0.361883351	0.704142176
SED.Threonine_seeds	DEV.CotStomInd	0.71831572	0.904960405
SED.Trehalose_alpha_alpha_seeds	DEV.CotStomInd	0.51052367	0.800228005
SED.Tyrosine_seeds	DEV.CotStomInd	0.086672647	0.364234795
SED.Uracil_seeds	DEV.CotStomInd	0.525150052	0.808151902
SED.Urea_seeds	DEV.CotStomInd	0.572317581	0.836185857
SED.Valine_seeds	DEV.CotStomInd	0.816908355	0.941933662
SED.X4_Hydroxy_Benzoate_seeds	DEV.CotStomInd	0.271549268	0.623797456
WAX.pct_iso	DEV.CotStomInd	0.23187615	0.582519208
WAX.pct_anteiso	DEV.CotStomInd	0.065796791	0.316048109
WAX.mindex	DEV.CotStomInd	0.144921718	0.469098573
WAX.nalk_CPI	DEV.CotStomInd	0.950574715	0.985653714
WAX.nalk_ACL	DEV.CotStomInd	0.063784967	0.311365055
WAX.anteiso_CPI	DEV.CotStomInd	0.805065572	0.937732686
WAX.anteiso_ACL	DEV.CotStomInd	0.185012877	0.526569318
WAX.iso_CPI	DEV.CotStomInd	0.128667513	0.444181664
WAX.iso_ACL	DEV.CotStomInd	0.057208176	0.292750935
WAX.13eps_iC31	DEV.CotStomInd	0.560727661	0.829571852
WAX.13eps_nC31	DEV.CotStomInd	0.470982884	0.776484545
WAX.13eps_iC33	DEV.CotStomInd	0.482770904	0.782616841
WAX.13eps_nC33	DEV.CotStomInd	0.41015318	0.737048953
WAX.i31_n31	DEV.CotStomInd	0.598243979	0.849726137
WAX.i33_n33	DEV.CotStomInd	0.554232415	0.826489057
DEV.CompAll	DEV.FlowTime	0.006084382	0.068253445
DEV.CompInt	DEV.FlowTime	0.003327753	0.044155558
DEV.CompPri	DEV.FlowTime	0.008079527	0.083454962
DEV.CompRachis	DEV.FlowTime	0.003314198	0.044041616
DEV.CompSec	DEV.FlowTime	0.044476745	0.251635982
DEV.CotPaveAR	DEV.FlowTime	0.907628567	0.971743775
DEV.CotPaveArea	DEV.FlowTime	0.8050242	0.937732686
DEV.CotPaveCirc	DEV.FlowTime	0.054511733	0.285144628
DEV.CotPaveCnt	DEV.FlowTime	0.400849024	0.73108469
DEV.CotPaveRound	DEV.FlowTime	0.720203669	0.905551488
DEV.CotPaveSolid	DEV.FlowTime	0.026145723	0.182706472
DEV.CotStom	DEV.FlowTime	0.368403977	0.708824696
DEV.CotStomInd	DEV.FlowTime	0.068974995	0.323976269
DEV.FlowTime	DEV.FlowTime	NA	NA
DEV.LatLfSize	DEV.FlowTime	0.192660823	0.535262526
DEV.LatPC1	DEV.FlowTime	0.491681774	0.78847473
DEV.LatPC2	DEV.FlowTime	0.008905551	0.089234193
DEV.LatPC3	DEV.FlowTime	0.094695326	0.382425867
DEV.LatPC4	DEV.FlowTime	0.293579898	0.646731425
DEV.LatPC5	DEV.FlowTime	0.272465287	0.624366128
DEV.LfAbStom	DEV.FlowTime	0.014428668	0.123966856
DEV.LfAdStom	DEV.FlowTime	0.058582323	0.296903452
DEV.LfStomRatio	DEV.FlowTime	0.421440158	0.74495316
DEV.LftAR	DEV.FlowTime	0.430635895	0.751733642
DEV.LftCirc	DEV.FlowTime	0.070307517	0.326649706
DEV.LftRound	DEV.FlowTime	0.427056794	0.749127555
DEV.LftSolid	DEV.FlowTime	0.059524595	0.299885574
DEV.TermLfSize	DEV.FlowTime	0.507343379	0.798489782
DEV.TermPC1	DEV.FlowTime	0.835444098	0.948253973
DEV.TermPC3	DEV.FlowTime	0.180552722	0.520402698
DEV.TermPC4	DEV.FlowTime	0.012757801	0.114480884
DEV.TermPC5	DEV.FlowTime	0.020692284	0.156823964
ENZ.aa_cont	DEV.FlowTime	0.420454211	0.744189192
ENZ.ac_inv	DEV.FlowTime	0.753583418	0.918108367
ENZ.aconi	DEV.FlowTime	0.062045186	0.306781411
ENZ.agpa	DEV.FlowTime	0.940384336	0.982801983
ENZ.ala_ami	DEV.FlowTime	0.570585649	0.834829925
ENZ.asp_ami	DEV.FlowTime	0.338267605	0.684365415
ENZ.fbp_ald	DEV.FlowTime	0.417454012	0.741831962
ENZ.fru_kin	DEV.FlowTime	0.446451108	0.761633117
ENZ.fructose_e	DEV.FlowTime	0.792341447	0.933191026
ENZ.fuma	DEV.FlowTime	0.925696105	0.977970632
ENZ.g6pdh	DEV.FlowTime	0.675207139	0.886672563
ENZ.gadph	DEV.FlowTime	0.541352371	0.818349211
ENZ.gapdh_p	DEV.FlowTime	0.665968424	0.882258311
ENZ.gluc_kin	DEV.FlowTime	0.138390027	0.459100295
ENZ.glucose_e	DEV.FlowTime	0.020155567	0.154448617
ENZ.gluta_dh	DEV.FlowTime	0.516411574	0.803510373
ENZ.iso_ci_dh	DEV.FlowTime	0.371772504	0.711343039
ENZ.mal_dh	DEV.FlowTime	0.013213667	0.117237754
ENZ.pep_car	DEV.FlowTime	0.17877672	0.518046808
ENZ.ph_fru_kin	DEV.FlowTime	0.228133211	0.578577434
ENZ.ph_fru_kin_a	DEV.FlowTime	0.338414122	0.684365415
ENZ.ph_glu_is_c	DEV.FlowTime	0.778625368	0.92761508
ENZ.ph_glu_is_t	DEV.FlowTime	0.752053682	0.917796154
ENZ.ph_glu_mut	DEV.FlowTime	0.228697571	0.579224263
ENZ.ph_gly_kin	DEV.FlowTime	0.366206817	0.70722601
ENZ.pro_con	DEV.FlowTime	0.433257455	0.752638718
ENZ.pyr_kin	DEV.FlowTime	0.492248945	0.788941143
ENZ.shik_de	DEV.FlowTime	0.021486026	0.160605969
ENZ.starch	DEV.FlowTime	0.32423282	0.672521471
ENZ.suc_p_syn	DEV.FlowTime	0.062717169	0.308857388
ENZ.suc_syn	DEV.FlowTime	0.453217957	0.765633172
ENZ.succ_co_l	DEV.FlowTime	0.683781567	0.890584729
ENZ.sucrose_e	DEV.FlowTime	0.059779548	0.301007353
ENZ.tr_ph_iso	DEV.FlowTime	0.072425193	0.332423054
ENZ.udp_glu	DEV.FlowTime	0.097990805	0.389192093
MET.a_tocopherol	DEV.FlowTime	0.698085365	0.896222644
MET.aconitate	DEV.FlowTime	0.394006005	0.726927822
MET.alanine	DEV.FlowTime	0.061461978	0.305294403
MET.arabinose	DEV.FlowTime	0.490072949	0.787927365
MET.arginine	DEV.FlowTime	0.030460207	0.200624149
MET.asparagine	DEV.FlowTime	0.057149826	0.292551462
MET.aspartate	DEV.FlowTime	0.617285475	0.858921678
MET.b_alanine	DEV.FlowTime	0.59113787	0.846893025
MET.benzoate	DEV.FlowTime	0.889329719	0.965339036
MET.citramalate	DEV.FlowTime	0.301251083	0.652983087
MET.citrate	DEV.FlowTime	0.997820802	0.999727962
MET.cysteine	DEV.FlowTime	0.354744517	0.698868857
MET.dehydroascorbate	DEV.FlowTime	0.002239479	0.032487983
MET.erythritol	DEV.FlowTime	0.087181916	0.365372317
MET.fa16_0	DEV.FlowTime	0.081100449	0.352033269
MET.fa18_0	DEV.FlowTime	0.035837478	0.220563242
MET.fa18_2	DEV.FlowTime	0.802592845	0.936587169
MET.fructose	DEV.FlowTime	0.006879929	0.074517465
MET.fructose_6p	DEV.FlowTime	0.188636477	0.53077852
MET.fucose	DEV.FlowTime	0.087074664	0.36514171
MET.fumarate	DEV.FlowTime	0.531498362	0.812544863
MET.gaba	DEV.FlowTime	0.693402371	0.894377758
MET.galactose	DEV.FlowTime	0.017442112	0.141078564
MET.galacturonate	DEV.FlowTime	0.985663906	0.996530198
MET.gluconate	DEV.FlowTime	0.753364833	0.918061829
MET.glucose	DEV.FlowTime	0.008191681	0.084316733
MET.glucose_6p	DEV.FlowTime	0.393578671	0.726810691
MET.glutamate	DEV.FlowTime	0.688431775	0.892691753
MET.glutamine	DEV.FlowTime	0.266530428	0.618723612
MET.glycerate	DEV.FlowTime	0.443691313	0.759984766
MET.glycerate_3p	DEV.FlowTime	0.967833546	0.990916414
MET.glycerol	DEV.FlowTime	0.668067192	0.883239549
MET.glycerol_1p	DEV.FlowTime	0.727927356	0.909434741
MET.glycine	DEV.FlowTime	0.685975736	0.891259628
MET.homoserine	DEV.FlowTime	0.047859255	0.262386184
MET.inositol	DEV.FlowTime	0.027967566	0.190301932
MET.inositol_1p	DEV.FlowTime	0.293427712	0.646548959
MET.isocitrate	DEV.FlowTime	0.806343398	0.937896627
MET.isoleucine	DEV.FlowTime	0.61242104	0.857119748
MET.isomaltose	DEV.FlowTime	0.705400062	0.899882225
MET.l_ascorbate	DEV.FlowTime	0.976943421	0.992980715
MET.leucine	DEV.FlowTime	0.34371595	0.68990738
MET.lysine	DEV.FlowTime	0.153391963	0.481833048
MET.malate	DEV.FlowTime	0.017398712	0.140872142
MET.maleate	DEV.FlowTime	0.112427727	0.416059274
MET.maltitol	DEV.FlowTime	0.146399838	0.471521117
MET.maltose	DEV.FlowTime	0.037382525	0.226530813
MET.mannitol	DEV.FlowTime	0.608174184	0.854726329
MET.mannose	DEV.FlowTime	0.461799575	0.770888014
MET.methionine	DEV.FlowTime	0.097930646	0.389192093
MET.oxoproline_5	DEV.FlowTime	0.17695464	0.515169005
MET.phenylalanine	DEV.FlowTime	0.51082561	0.800411756
MET.phosphate	DEV.FlowTime	0.135511591	0.454402536
MET.proline	DEV.FlowTime	0.558105959	0.828037817
